0,3477,0,4532.12,45116
2,180,0,4529.30,45116
4,60,0,4526.45,45116
6,120,0,4523.65,45116
8,120,0,4520.84,45116
10,1519,0,4518.05,45116
12,936,0,4515.23,45116
14,386,0,4512.46,45116
16,120,0,4509.65,45116
18,120,0,4506.91,45116
20,120,0,4504.09,45116
22,120,0,4501.37,45116
24,120,0,4498.64,45116
26,270,90,4495.85,45116
28,210,90,4493.10,45116
30,1929,120,4490.35,45116
32,652,0,4487.57,45116
34,386,0,4484.83,45116
38,180,0,4480.84,45116
40,120,0,4478.13,45115
42,120,0,4475.46,45115
44,120,0,4472.77,45115
46,120,0,4470.05,45115
48,120,0,4467.36,45115
50,282,0,4464.68,45115
52,2156,0,4462.00,45115
54,386,0,4459.33,45115
56,467,0,4456.63,45115
58,120,0,4453.96,45115
60,120,0,4451.26,45115
62,120,0,4448.59,45061
64,381,0,4445.92,44997
66,240,0,4443.25,44869
68,180,0,4452.79,44870
70,1235,0,4461.10,44870
72,1220,0,4501.02,44870
74,446,0,4498.34,44613
76,120,0,4495.66,44613
78,120,0,4492.99,44613
80,353,0,4501.27,44614
82,304,0,4509.53,44614
84,180,0,4549.22,44614
86,404,0,4546.52,44614
88,142,0,4543.84,44099
90,1235,0,4541.14,44099
92,1302,0,4549.35,44099
94,386,0,4591.20,44102
96,267,0,4588.48,44102
98,60,0,4585.77,44102
100,202,0,4583.05,44102
102,120,0,4591.22,44102
104,207,0,4599.38,44102
106,180,0,4639.89,44102
108,120,0,4637.15,44102
110,957,0,4634.43,44102
112,1481,0,4631.71,44102
114,446,0,4650.62,44102
116,408,0,4647.85,43073
118,120,0,4690.04,43078
120,120,0,4687.25,43078
122,180,0,4701.61,43078
124,120,0,4698.75,43078
126,120,0,4728.20,43078
128,505,0,4725.33,43078
130,1611,0,4722.67,43078
132,936,0,4730.63,43078
134,386,0,4738.75,43078
136,120,0,4736.06,43078
138,120,0,4771.23,43078
140,120,0,4768.50,43078
142,120,0,4765.92,43078
144,120,0,4773.92,43078
148,532,90,4817.86,43078
150,1175,0,4815.02,43078
152,1220,0,4812.33,43078
154,506,120,4820.36,43078
156,120,0,4827.16,43078
158,120,0,4833.96,43078
160,180,0,4864.71,43078
162,60,0,4870.66,43078
164,120,0,4867.81,43078
166,120,0,4864.97,43078
168,120,0,4862.15,43078
170,1459,0,4878.54,43078
172,936,0,4919.63,41030
174,446,0,4916.79,41030
176,120,0,4914.06,41030
178,180,0,4911.36,41030
180,60,0,4918.14,41030
182,120,0,4924.86,41030
184,120,0,4965.94,41030
186,120,0,4963.25,41030
188,180,0,4960.54,41030
190,1399,0,4967.22,41030
192,936,0,4975.08,41030
194,734,0,5016.34,41030
196,354,0,5013.60,41030
198,120,0,5010.83,41030
200,60,0,5008.08,41030
202,120,0,5005.28,41030
204,120,0,5011.92,41030
206,240,0,5050.07,41030
208,244,0,5047.32,41030
210,1267,0,5044.58,41030
212,1302,0,5051.18,41030
214,536,90,5057.76,41030
216,120,0,5096.28,41030
218,60,0,5093.53,41030
220,240,120,5090.63,41030
222,180,0,5087.84,41030
224,120,0,5094.34,41030
226,60,0,5134.55,41030
228,120,0,5132.31,41030
230,957,0,5129.36,41030
232,1656,0,5126.45,41030
234,304,0,5132.88,41030
236,662,0,5139.34,41030
238,500,0,5176.65,41030
240,340,0,5173.61,41030
242,120,0,5170.76,41030
244,280,0,5177.12,41030
246,120,0,5183.55,41030
248,120,0,5217.02,41030
250,1525,0,5214.18,41030
252,1096,0,5211.29,41030
254,386,0,5217.67,41030
256,120,0,5224.03,41030
258,120,0,5258.32,41030
260,120,0,5255.33,41030
264,180,0,5251.04,41030
266,180,0,5266.72,41030
268,280,0,5272.92,41030
270,891,0,5305.66,41030
272,1504,0,5302.80,41030
274,120,0,5299.81,41030
276,386,0,5296.80,41030
278,120,0,5303.00,41030
280,120,0,5340.82,41030
282,120,0,5337.83,41030
284,120,0,5335.19,36917
286,120,0,5341.47,36917
288,270,90,5347.77,36917
290,1115,0,5386.17,36934
292,1280,60,5383.30,36934
294,446,60,5380.40,36934
296,120,0,5377.52,36934
298,180,0,5392.93,36934
300,220,0,5430.85,36934
302,120,0,5428.26,36934
304,120,0,5425.31,36934
306,120,0,5422.38,36934
308,180,0,5428.54,36934
310,1115,0,5434.75,36934
312,1220,0,5470.99,36934
314,386,0,5468.06,36934
316,180,0,5465.13,36934
318,120,0,5462.15,36934
320,60,0,5468.32,36934
322,120,0,5507.13,36934
324,120,0,5504.20,36934
326,240,0,5501.28,36934
328,60,0,5507.41,36934
330,1235,0,5513.53,36934
332,1280,0,5548.23,36934
334,446,0,5545.21,36934
336,120,0,5542.31,36934
338,60,0,5539.38,36934
340,202,0,5554.50,36934
342,120,0,5588.91,36934
344,180,0,5585.86,36934
346,120,0,5582.84,36934
348,60,0,5579.88,36934
