350,1459,0,5585.90,36934
352,996,0,5629.78,36934
354,386,0,5626.76,36934
356,120,0,5623.75,36934
358,120,0,5620.76,36934
360,147,0,5626.78,36934
362,180,0,5641.55,36934
364,280,0,5674.83,36934
366,120,0,5671.70,36934
368,120,0,5668.70,36934
370,1459,0,5674.62,36934
372,936,0,5671.54,36934
374,386,0,5711.76,36934
376,120,0,5708.76,36934
378,120,0,5705.67,36934
380,120,0,5711.16,36934
384,180,0,5715.90,36934
386,180,0,5721.75,36934
388,120,0,5751.82,36934
390,120,0,5748.75,36934
392,2075,0,5745.83,36934
394,629,0,5751.72,36934
396,386,0,5757.57,36934
398,120,0,5793.07,36934
400,120,0,5789.90,36934
402,120,0,5786.86,36934
404,120,0,5792.84,36934
406,180,0,5798.57,36934
408,60,0,5835.76,36934
410,891,0,5832.59,36934
412,1504,0,5829.45,36934
414,386,0,5826.48,36934
416,120,0,5832.21,36934
418,120,0,5838.04,36934
420,120,0,5872.56,36934
422,120,0,5869.52,36934
424,180,0,5866.52,36934
426,60,0,5872.26,36934
428,120,0,5877.97,36934
430,891,0,5914.73,36934
432,1238,0,5911.54,36934
434,446,0,5908.47,36934
436,326,0,5905.40,36934
438,120,0,5919.90,36934
440,120,0,5955.19,36934
442,1343,0,5952.11,36934
444,957,0,5949.02,36934
446,657,0,5945.87,36934
448,120,0,5951.59,36934
450,1352,0,5957.19,36934
452,1280,0,5992.02,36934
454,473,0,5988.89,36934
456,120,0,5985.76,36934
458,237,0,5982.65,36934
460,180,0,5988.24,36934
462,120,0,5993.83,36934
464,120,0,6030.82,36934
466,120,0,6027.64,36934
468,60,0,6024.53,36934
470,1301,0,6030.17,36934
472,1397,0,6035.80,36934
474,210,90,6069.72,36934
476,326,0,6066.46,36934
478,120,0,6063.23,36934
480,300,120,6068.66,36934
482,120,0,6073.96,36934
484,120,0,6107.71,36934
486,120,0,6104.39,36934
488,120,0,6101.07,36934
490,1743,0,6106.44,36934
492,812,0,6120.50,36934
494,386,0,6117.25,36934
498,357,0,6149.72,36934
500,120,0,6146.94,36934
502,120,0,6143.78,32822
504,120,0,6149.20,32822
506,357,0,6186.77,32838
508,120,0,6189.47,32838
510,120,0,6186.17,32838
512,2069,0,6182.92,32838
514,446,0,6196.93,32838
516,716,0,6202.37,32838
518,322,0,6219.81,32838
520,386,0,6231.56,32838
522,202,0,6228.29,32838
524,202,0,6225.18,32838
526,120,0,6230.65,32838
528,120,0,6244.73,32838
530,891,0,6277.88,32838
532,1504,0,6274.71,32838
534,120,0,6271.58,32838
536,386,0,6277.02,32838
538,210,90,6282.41,32838
540,120,0,6318.44,32838
542,120,0,6315.13,32838
544,240,210,6311.94,32838
546,210,0,6308.75,32838
548,120,0,6314.09,32838
550,951,0,6354.30,32838
552,1444,0,6352.85,32838
554,120,0,6349.60,32838
556,386,0,6346.28,32838
558,120,0,6343.04,32838
560,180,0,6348.27,32838
562,60,0,6383.87,32838
564,120,0,6380.66,32838
566,120,0,6377.42,32838
568,240,0,6382.69,32838
570,1532,0,6387.94,32838
572,1280,0,6420.87,32838
574,446,0,6417.61,32838
576,180,0,6414.83,32838
578,240,0,6419.95,32838
580,240,0,6425.05,32838
582,326,0,6461.26,32838
584,120,0,6457.91,32838
586,180,0,6454.53,32838
588,360,0,6451.19,32838
590,5408,0,6456.26,32838
592,2251,0,6461.49,32838
594,580,0,6495.65,32838
596,262,0,6492.28,32838
598,120,0,6488.93,32838
600,180,0,6485.62,32838
602,120,0,6490.81,32838
604,120,0,6522.79,32838
606,120,0,6519.48,32838
608,120,0,6516.20,32838
610,1241,0,6521.34,32838
612,1220,0,6526.42,32838
614,446,0,6531.48,32838
616,120,0,6559.50,32838
618,6360,0,6556.16,32838
620,7320,0,6552.81,32838
622,2640,0,6557.93,32838
624,120,0,6563.01,32838
626,120,0,6590.80,32838
628,120,0,6587.49,32838
630,1743,0,6584.13,32838
634,799,0,6595.80,32838
636,446,0,6614.24,32838
638,120,0,6624.56,32838
640,120,0,6621.23,32837
642,120,0,6617.98,32837
644,120,0,6623.00,32837
646,120,0,6628.01,32837
648,120,0,6659.13,32837
650,450,0,6655.83,32837
652,2252,0,6652.46,32837
654,386,0,6657.38,32837
656,386,0,6662.28,32837
658,120,0,6696.48,32837
660,120,0,6693.16,32837
662,120,0,6689.82,32837
664,120,0,6686.56,32837
666,210,90,6691.54,32837
668,120,0,6696.51,32837
670,180,0,6728.62,32837
672,2135,120,6725.30,32837
674,386,0,6721.96,32837
676,386,0,6718.64,32837
678,180,0,6723.55,32837
680,180,0,6728.44,32837
682,120,0,6760.12,32837
684,363,0,6756.78,32837
686,120,0,6753.43,32837
688,180,0,6758.33,32837
690,1175,0,6763.18,32837
692,2100,0,6794.54,32837
694,386,0,6791.21,32837
696,180,0,6787.86,32837
698,297,0,6792.75,32837
700,120,0,6797.65,32837
702,120,0,6831.30,32837
704,60,0,6827.97,32837
706,180,0,6824.55,32837
708,120,0,6826.06,32837
710,1459,0,6825.98,32837
712,936,0,6864.83,32837
714,326,0,6861.48,32837
716,180,0,6858.11,32837
718,522,0,6854.76,32837
720,1881,0,6859.55,24613
722,1239,0,6872.57,24613
724,730,0,6902.79,24645
726,359,0,6899.43,24645
728,120,0,6896.06,24645
730,1175,0,6892.73,24645
732,1280,0,6897.56,24645
734,476,90,6934.01,24645
736,120,0,6930.57,24645
738,120,0,6927.21,24645
740,300,120,6923.76,24645
742,120,0,6928.52,24645
744,120,0,6951.58,24645
746,120,0,6960.70,24645
748,280,0,6957.27,24645
750,1175,0,6953.94,24645
752,1280,0,6966.89,24645
754,386,0,6971.60,24645
756,120,0,6997.20,24645
758,284,0,6993.87,24645
760,202,0,6990.46,24645
764,180,0,7001.44,24645
766,120,0,7034.23,24645
768,120,0,7030.96,24645
770,363,0,7027.45,24645
772,2275,0,7024.00,24645
774,446,0,7036.66,24645
776,120,0,7041.22,24645
778,120,0,7054.92,24645
780,120,0,7069.37,24645
782,120,0,7066.06,24645
784,120,0,7062.68,24645
786,120,0,7067.29,24645
788,180,0,7071.91,24645
790,831,0,7101.71,24645
792,1504,0,7098.34,24645
794,386,0,7094.94,24645
796,180,0,7091.51,24645
798,180,0,7104.15,24645
800,240,0,7135.12,24645
802,330,90,7131.68,24645
804,180,0,7128.29,24645
806,240,60,7124.91,24645
808,180,60,7129.56,24645
810,957,0,7134.12,24645
812,1298,0,7165.04,24645
814,506,0,7161.67,24645
816,1300,0,7158.22,24645
818,60,0,7158.01,24645
820,272,0,7159.31,24645
822,304,0,7197.66,24645
824,180,0,7194.16,24645
826,120,0,7190.77,24645
828,120,0,7187.34,24645
830,1115,0,7199.72,24645
832,1523,0,7204.22,24645
834,446,0,7235.13,24645
836,120,0,7231.63,24645
838,120,0,7228.11,24645
840,60,0,7224.58,24645
842,284,0,7220.86,45115
844,262,0,7217.35,45115
846,120,0,7213.78,45115
848,120,0,7210.24,45115
850,1175,0,7206.61,45115
852,1220,0,7203.15,45115
854,446,0,7199.55,45115
856,396,0,7195.98,45115
858,364,0,7192.39,45115
860,152,0,7190.55,45115
862,120,0,7187.08,45115
864,120,0,7183.41,45115
866,120,0,7179.84,45115
868,120,0,7176.33,45115
870,951,0,7172.80,45115
872,1711,0,7169.32,45115
874,386,0,7165.81,45115
876,60,0,7162.25,45115
878,120,0,7158.73,45115
880,120,0,7155.28,45115
882,180,0,7151.80,45115
884,284,0,7148.29,45115
886,202,0,7144.78,45115
888,120,0,7141.31,45115
890,1333,0,7137.85,45115
892,1404,0,7134.36,45115
894,120,0,7130.89,45115
896,386,0,7127.40,45115
898,120,0,7123.93,45115
900,120,0,7120.60,45115
