0,0.0,0.1
5,0.0,0.1
10,0.0,0.1
15,0.0,0.3
20,0.0,0.3
25,0.0,0.4
30,0.0,0.4
35,0.0,0.5
40,0.0,0.5
45,0.0,0.7
50,0.0,0.7
55,0.0,0.7
60,0.0,0.8
65,0.0,0.8
70,0.0,0.8
75,0.0,1.0
80,0.0,1.0
85,0.0,1.0
90,0.0,1.0
95,0.0,1.0
100,0.0,1.1
105,0.0,1.1
110,0.0,1.3
115,0.0,1.3
120,0.0,1.3
125,0.0,1.5
130,0.0,1.5
135,0.0,1.5
140,0.0,1.6
145,0.0,1.6
150,0.0,1.6
155,0.0,1.7
160,0.0,1.7
165,0.0,1.7
170,0.0,1.8
175,0.0,1.8
180,0.0,1.8
185,0.0,1.9
190,0.0,1.9
195,0.0,1.9
200,0.0,2.0
205,0.0,2.0
210,0.0,2.1
215,0.0,2.1
220,0.0,2.1
225,0.0,2.3
230,0.0,2.3
235,0.0,2.3
240,0.0,2.3
245,0.0,2.3
250,0.0,2.5
255,0.0,2.5
260,0.0,2.6
265,0.0,2.6
270,0.0,2.6
275,0.0,2.7
280,0.0,2.7
285,0.0,2.8
290,0.0,2.8
295,0.0,2.8
300,0.0,3.0
305,0.0,3.0
310,0.0,3.1
315,0.0,3.1
320,0.0,3.1
325,0.0,3.2
330,0.0,3.2
335,0.0,3.2
340,0.0,3.3
345,0.0,3.3
350,0.0,3.4
355,0.0,3.4
360,0.0,3.6
365,0.0,3.6
370,0.0,3.6
375,0.0,3.7
380,0.0,3.7
385,0.0,3.7
390,0.0,3.8
395,0.0,3.8
400,0.0,3.9
405,0.0,3.9
410,0.0,3.9
415,0.0,4.0
420,0.0,4.0
425,0.0,4.2
430,0.0,4.2
435,0.0,4.4
440,0.0,4.4
445,0.0,4.6
450,0.0,4.6
455,0.0,4.7
460,0.0,4.7
465,0.0,4.7
470,0.0,4.8
475,0.0,4.8
480,0.0,4.9
485,0.0,4.9
490,0.0,5.1
495,0.0,5.1
500,0.0,5.1
505,0.0,5.2
510,0.0,5.2
515,0.0,5.3
520,0.0,5.3
525,0.0,5.3
530,0.0,5.5
535,0.0,5.5
540,0.0,5.6
545,0.0,5.6
550,0.0,5.6
555,0.0,5.7
560,0.0,5.7
565,0.0,5.7
570,0.0,5.7
575,0.0,5.8
580,0.0,5.8
585,0.0,5.8
590,0.0,5.9
595,0.0,5.9
600,0.0,6.1
605,0.0,6.1
610,0.0,6.1
615,0.0,6.3
620,0.0,6.3
625,0.0,6.3
630,0.0,6.3
635,0.0,6.3
640,0.0,6.5
645,0.0,6.5
650,0.0,6.6
655,0.0,6.6
660,0.0,6.7
665,0.0,6.7
670,0.0,6.7
675,0.0,6.9
680,0.0,6.9
685,0.0,7.0
690,0.0,7.0
695,0.0,7.0
700,0.0,7.1
705,0.0,7.1
710,0.0,7.2
715,0.0,7.2
720,0.0,7.2
725,0.0,7.2
730,0.0,7.2
735,0.0,7.3
740,0.0,7.3
745,0.0,7.3
750,0.0,7.4
755,0.0,7.4
760,0.0,7.4
765,0.0,7.5
770,0.0,7.5
775,0.0,7.5
780,0.0,7.6
785,0.0,7.6
790,0.0,7.7
795,0.0,7.7
800,0.0,7.7
805,0.0,7.9
810,0.0,7.9
815,0.0,7.9
820,0.0,7.9
825,0.0,8.0
830,0.0,8.0
835,0.0,8.0
840,0.0,8.1
845,0.0,8.1
850,0.0,8.2
855,0.0,8.2
860,0.0,8.2
865,0.0,8.3
870,0.0,8.3
875,0.0,8.5
880,0.0,8.5
885,0.0,8.6
890,0.0,8.6
895,0.0,8.6
