0,0.0,0.0
5,102,0.0
10,101,0.0
15,101,0.0
20,96.3,0.0
25,97.2,0.0
30,97.8,0.0
35,98.2,0.0
40,98.3,0.0
45,98.4,0.0
50,98.7,0.0
55,98.8,0.0
60,98.9,0.0
65,99.1,0.0
70,96.0,0.0
75,89.6,0.0
80,84.0,0.0
85,79.0,0.0
90,74.6,0.0
95,70.7,0.0
100,67.2,0.0
105,64.0,0.0
110,61.4,0.0
115,63.0,0.0
120,64.6,0.0
125,65.6,0.0
130,67.2,0.0
135,67.9,0.0
140,69.0,0.0
145,70.0,0.0
150,70.8,0.0
155,71.7,0.0
160,72.6,0.0
165,73.5,0.0
170,74.2,0.0
175,72.5,0.0
180,70.5,0.0
185,68.6,0.0
190,66.8,0.0
195,65.0,0.0
200,63.4,0.0
205,61.9,0.0
210,60.4,0.0
215,59.2,0.0
220,60.1,0.0
225,61.0,0.0
230,61.8,0.0
235,62.7,0.0
240,63.5,0.0
245,63.9,0.0
250,64.5,0.0
255,65.2,0.0
260,65.9,0.0
265,66.4,0.0
270,67.0,0.0
275,67.6,0.0
280,68.2,0.0
285,68.8,0.0
290,69.2,0.0
295,68.0,0.0
300,66.9,0.0
305,65.8,0.0
310,64.7,0.0
315,63.7,0.0
320,62.7,0.0
325,61.7,0.0
330,61.5,0.0
335,62.1,0.0
340,62.6,0.0
345,63.2,0.0
350,63.7,0.0
355,64.3,0.0
360,64.8,0.0
365,65.0,0.0
370,65.5,0.0
375,65.9,0.0
380,66.4,0.0
385,66.7,0.0
390,67.1,0.0
395,66.4,0.0
400,65.6,0.0
405,64.8,0.0
410,64.0,0.0
415,63.2,0.0
420,62.5,0.0
425,61.7,0.0
430,61.5,0.0
435,62.0,0.0
440,62.4,0.0
445,62.9,0.0
450,63.3,0.0
455,63.7,0.0
460,64.1,0.0
465,64.5,0.0
470,64.8,0.0
475,65.2,0.0
480,65.6,0.0
485,65.8,0.0
490,66.1,0.0
495,66.4,0.0
500,66.7,0.0
505,66.4,0.0
510,65.7,0.0
515,65.1,0.0
520,64.5,0.0
525,63.8,0.0
530,63.2,0.0
535,62.7,0.0
540,62.1,0.0
545,62.3,0.0
550,62.6,0.0
555,63.0,0.0
560,63.3,0.0
565,63.6,0.0
570,64.0,0.0
575,64.3,0.0
580,64.6,0.0
585,64.9,0.0
590,65.2,0.0
595,65.5,0.0
600,65.7,0.0
605,65.7,0.0
610,65.1,0.0
615,64.6,0.0
620,64.1,0.0
625,63.6,0.0
630,63.1,0.0
635,62.7,0.0
640,62.2,0.0
645,61.7,0.0
650,61.7,0.0
655,62.0,0.0
660,62.3,0.0
665,62.6,0.0
670,62.9,0.0
675,63.1,0.0
680,63.4,0.0
685,63.7,0.0
690,64.0,0.0
695,64.2,0.0
700,64.5,0.0
705,64.7,0.0
710,65.0,0.0
715,64.8,0.0
720,64.4,0.0
725,64.0,0.0
730,63.5,0.0
735,63.1,0.0
740,62.6,0.0
745,62.2,0.0
750,61.7,0.0
755,61.3,0.0
760,61.6,0.0
765,61.7,0.0
770,62.0,0.0
775,62.2,0.0
780,62.5,0.0
785,62.7,0.0
790,63.0,0.0
795,63.2,0.0
800,63.4,0.0
805,63.6,0.0
810,63.9,0.0
815,64.1,0.0
820,64.0,0.0
825,63.6,0.0
830,63.2,0.0
835,62.9,0.0
840,62.5,0.0
845,62.0,0.0
850,61.8,0.0
855,61.8,0.0
860,61.8,0.0
865,61.9,0.0
870,61.9,0.0
875,62.1,0.0
880,62.3,0.0
885,62.5,0.0
890,62.7,0.0
895,62.9,0.0
